env,nic_mode,qos,direction,pod_config,is_fair,network_type,throughput_mbps_mean,throughput_mbps_std,throughput_mbps_count,throughput_mbps_sem,latency_ms_mean,latency_ms_std,latency_ms_count,latency_ms_sem,packet_loss_pct_mean,packet_loss_pct_std,packet_loss_pct_count,packet_loss_pct_sem,jitter_ms_mean,jitter_ms_std,jitter_ms_count,jitter_ms_sem,cpu_mean_mean,cpu_mean_std,cpu_mean_count,cpu_mean_sem,ram_mean_mean,ram_mean_std,ram_mean_count,ram_mean_sem,throughput_mbps_cv,latency_ms_cv,jitter_ms_cv,cpu_mean_cv,cpu_per_mbps,throughput_norm,qos_effect_pct
VM,BRIDGED_LOCAL,NOQOS,none,NONE,False,internal,4211.431926279774,567.9629803607039,10,179.60566445973058,1.0850000000000002,1.130981481329872,10,0.3576477472473595,0.0,0.0,10,0.0,4.3778999999999995,11.039803887650258,10,3.4910925206556436,48.46333333333333,16.678846586523598,10,5.274314395793921,820.9163333333333,158.77398562869092,10,50.208742776950466,13.48622013374016,104.23792454653196,252.17122107974737,34.415392915311095,0.01150756659057388,100.0,100.0
VM,BRIDGED_LOCAL,QOS1 C-_S,sc,NONE,False,internal,39.059710854858004,0.15407539173029283,10,0.04872291692503969,0.6593,0.033977279990540094,10,0.010744559346737103,0.0,0.0,10,0.0,0.2299,0.10362265946961388,10,0.032768362112799536,11.562000000000001,1.5266910882730482,10,0.48278211224240114,1212.7848666666666,11.588497492271964,10,3.664604673472892,0.39446116819149446,5.153538600112254,45.07292712901865,13.204385817964436,0.29600833562140905,0.8843331290395601,0.9274686505347821
VM,BRIDGED_LOCAL,QOS1 S-_C,sc,NONE,False,internal,38.57866700133957,1.1672776775544307,10,0.3691256122943605,1.3656000000000001,0.4132702102337727,10,0.1306875153435349,0.0,0.0,10,0.0,5.6076,3.416598672494165,10,1.080423365578924,8.17233333333333,2.6901319670231785,10,0.8506944222222216,1231.3456666666666,13.181954168624069,10,4.168499918480333,3.025707646959132,30.262903502766008,60.92800257675592,32.91755068348304,0.21183555494671608,0.873442034177953,0.9160463157579412
VM,BRIDGED_LOCAL,QOS2 C-_S,sc,NONE,False,internal,1403.1071072423888,130.1209105816699,10,41.1478448653182,25.8183,0.07349837488755119,10,0.023242226896558374,0.0,0.0,10,0.0,0.2803,0.1317953379718384,10,0.041677345298268595,10.956666666666667,1.1661512088812949,10,0.3687693916223668,1207.5945333333334,14.055624357495232,10,4.44477869054257,9.273768902603907,0.28467550104984135,47.01938564817638,10.643302788694507,0.007808859787048236,31.76710916104958,33.316627973655564
VM,BRIDGED_LOCAL,QOS2 S-_C,sc,NONE,False,internal,1448.6658774650048,148.38912240460914,10,46.92476067920866,25.993900000000004,0.11780534792614586,10,0.03725332199952144,0.0,0.0,10,0.0,0.2826,0.19945158142600256,10,0.06307212802287024,18.99233333333333,1.2573046322477317,10,0.39759463505832215,1212.5845333333334,10.02238866848728,10,3.169357578788203,10.243157149823443,0.45320382061231995,70.57734657678787,6.620064055220872,0.013110223433002843,32.79858453412315,34.39841609275882
VM,CROSS-HOSTS,NOQOS,none,NONE,True,external,27.933289364255813,7.36641405140553,10,2.329464659031015,22.009700000000002,12.663344424405075,10,4.004501117631397,0.6,0.6992058987801011,10,0.22110831935702666,45.0944,39.03808552398257,10,12.344926574823269,2.629333333333333,0.48966302345920476,10,0.15484504400955482,903.1889333333335,10.36732883415765,10,3.2784372367876227,26.371452195786837,57.53528864275784,86.56969717743793,18.6230865920083,0.09412902644748665,68.64845406613908,100.0
VM,CROSS-HOSTS,QOS3,none,NONE,True,external,7.6843006069150706,1.9740806458685385,10,0.6242591125800845,149.1123,88.8638468845583,10,28.101215779966214,3.1,2.766867462592951,10,0.8749603165604458,263.0877,172.7922784675609,10,54.64171620475615,4.790333333333334,6.8440402929018616,10,2.1642755723535805,1300.3329333333331,13.13448233815694,10,4.153488007582983,25.6897894402006,59.59524927491447,65.67858492341561,142.87190090255083,0.6233922354654544,18.884827718114597,27.509472682254554
VM,HOST-ONLY,NOQOS,none,NONE,False,internal,4534.208572187597,490.46869268111504,10,155.09981898774805,0.8772,0.38784469973316776,10,0.12264726295809095,0.0,0.0,10,0.0,1.5603,3.197975924098102,10,1.0112887822531758,42.52466666666667,5.563596669532632,10,1.759363745825024,1403.2671666666668,3.7839808493042195,10,1.1965998106259703,10.81707391427918,44.213942058044665,204.95904147267203,13.08322229341237,0.009378630468723675,100.0,100.0
VM,HOST-ONLY,QOS1 C-_S,sc,NONE,False,internal,38.98652943024764,0.11487084131575429,10,0.03632534952975567,0.8323,0.153347137059824,10,0.048492622577506,0.0,0.0,10,0.0,0.8981999999999999,0.7390834864885022,10,0.23371871983219486,1.8210000000000002,0.828424132440549,10,0.2619707127161119,1426.1793666666667,5.401266002601959,10,1.708030281665514,0.29464238801064424,18.424502830688933,82.2849573022158,45.49281342342388,0.04670844075151711,0.8826762617254693,0.8598309674016166
VM,HOST-ONLY,QOS1 S-_C,sc,NONE,False,internal,38.27970325582313,1.6164893032498735,10,0.5111788011568225,1.4486,0.6134532853717009,10,0.1939909619887827,0.0,0.0,10,0.0,4.5473,2.998137090112977,10,0.9480941942186498,3.488666666666666,0.2704646208122447,10,0.0855284228260473,1459.0442333333333,2.302714002869673,10,0.7281821049031671,4.222836557657934,42.348010863709845,65.93224749000454,7.752664460507684,0.09113619934177437,0.8666733321380337,0.8442422232322345
VM,HOST-ONLY,QOS2 C-_S,sc,NONE,False,internal,1445.216780441815,214.22799348448768,10,67.74483979786925,25.920499999999997,0.13326018827008204,10,0.04214057163563128,0.0,0.0,10,0.0,0.41950000000000004,0.556137922541602,10,0.17586625284257607,6.375,1.0756545523770087,10,0.3401518361040232,1429.7617333333333,2.534961381350493,10,0.8016251745634239,14.823242878414156,0.5141111794528734,132.5716144318479,16.873012586306018,0.004411102947511521,32.72049509884257,31.87362816317354
VM,HOST-ONLY,QOS2 S-_C,sc,NONE,False,internal,1293.3331890865616,198.41465405474054,10,62.744222796734334,26.287599999999998,0.5487258372306199,10,0.17352234566315794,0.0,0.0,10,0.0,1.7664000000000002,4.055822842942395,10,1.282563796983734,15.334,2.5997140393550513,10,0.8221017629478578,1464.8665666666668,10.495084742598355,10,3.318837202309278,15.341340942071877,2.087394198141405,229.6095359455613,16.953919651461142,0.011856186889342797,29.281767861663038,28.523901547444108
VM,NAT,NOQOS,none,NONE,False,internal,4504.924104018765,200.93283110776105,10,63.54054030064587,0.7313,0.040666803278459084,10,0.012859972351793337,0.0,0.0,10,0.0,0.2526,0.08507408536093704,10,0.026902787959614895,44.705333333333336,2.143514594028888,10,0.6778388314942445,1232.3021,18.61278329539226,10,5.885878880857413,4.460293369393556,5.560892011275685,33.67936870979297,4.794762580219111,0.009923659600269953,100.0,100.0
VM,NAT,QOS1 C-_S,sc,NONE,False,internal,38.97474827384738,0.1822724767138656,10,0.05763961811758183,0.6978,0.03453436291901473,10,0.010920724436694755,0.0,0.0,10,0.0,0.21680000000000002,0.08984900914559071,10,0.028412751440936593,1.448,0.30412879013282224,10,0.09617396788510613,1254.3403666666668,5.101681416001098,10,1.6132933171116455,0.4676681307424198,4.949034525510853,41.443269901102724,21.00336948431093,0.037152260479681634,0.8824095299275341,0.8651588211903211
VM,NAT,QOS1 S-_C,sc,NONE,False,internal,38.95710954580062,0.15389225349563385,10,0.048665003530221206,1.0942,0.4090334949609872,10,0.1293477483375725,0.0,0.0,10,0.0,3.507,2.6246714080052005,10,0.829993975881753,4.1866666666666665,0.6275250228644178,10,0.19844083610007998,1332.7378000000003,32.40686200166651,10,10.247949574402952,0.39502995804837027,37.381968100985844,74.84092979769605,14.988655004723356,0.10746861652414272,0.8820101795169837,0.864767277900368
VM,NAT,QOS2 C-_S,sc,NONE,False,internal,1338.1470094495724,219.47276424990676,10,69.40338194028816,25.9567,0.15122540204020624,10,0.04782167105217258,0.0,0.0,10,0.0,0.6571,0.5585044414426005,10,0.1766146118278754,7.4079999999999995,4.209756217099442,10,1.331241804008851,1357.383,10.400804653107105,10,3.2890232202295926,16.401244609154247,0.5826064254709044,84.99534948144886,56.827162757821846,0.005536013567782193,30.296377164151234,29.704096640736623
VM,NAT,QOS2 S-_C,sc,NONE,False,internal,1199.3322091018138,429.3479657939349,10,135.77174806688978,33.3369,11.488524617102831,10,3.6329904744958768,0.0,0.0,10,0.0,59.0773,86.667830652504,10,27.40677447276697,27.631666666666668,14.827107661473907,10,4.688743132279035,1310.2777,6.235507674739002,10,1.9718406619635622,35.79891897637569,34.46188642946054,146.7024231853927,53.65983833092673,0.02303921003452427,27.153534473771536,26.62269510893447
